Sample_ID,Species,Download_link,Ref
Y0718C,Gymnocypris eckloni,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0719C,Gymnocypris eckloni,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0720C,Triplophysa pseudoscleroptera,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0721C,Triplophysa pseudoscleroptera,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0722C,Triplophysa pseudoscleroptera,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0723C,Triplophysa pseudoscleroptera,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0724C,Triplophysa pseudoscleroptera,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0725C,Triplophysa pappenheimi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0726C,Triplophysa pappenheimi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0727C,Triplophysa pappenheimi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0728C,Triplophysa siluroides,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0729C,Triplophysa siluroides,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0730C,Triplophysa siluroides,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0734C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0738C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0739C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0743C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0744C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0745C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0746C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0753C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0754C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0755C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0761C,Schizopyge dolichonema,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0762C,Schizopyge dolichonema,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0766C,Euchiloglanis kishinouyei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0767C,Euchiloglanis kishinouyei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0768C,Euchiloglanis kishinouyei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0769C,Euchiloglanis kishinouyei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0771C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0772C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0773C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0775C,Triplophysa leptosoma,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0779C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0780C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0781C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0782C,Triplophysa stenura,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0783C,Triplophysa stenura,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0784C,Triplophysa stenura,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0785C,Triplophysa leptosoma,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0786C,Triplophysa leptosoma,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0790C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0791C,Schizopygopsis selincuoensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0794C,0,0,0
Y0797C,0,0,0
Y0815C,Gymnodiptychus pachycheilus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/405/GCA_027422405.1_SKLP_Pkaz_1.1/GCA_027422405.1_SKLP_Pkaz_1.1_genomic.fna.gz,Ptychobarbus_kaznakovi
Y0816C,Gymnodiptychus pachycheilus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/405/GCA_027422405.1_SKLP_Pkaz_1.1/GCA_027422405.1_SKLP_Pkaz_1.1_genomic.fna.gz,Ptychobarbus_kaznakovi
Y0817C,Gymnodiptychus pachycheilus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/405/GCA_027422405.1_SKLP_Pkaz_1.1/GCA_027422405.1_SKLP_Pkaz_1.1_genomic.fna.gz,Ptychobarbus_kaznakovi
Y0818C,0,0,0
Y0819C,Schizopygopsis malacanthus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0820C,0,0,0
Y0821C,0,0,0
Y0823C,Schizopygopsis malacanthus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis_malacanthus
Y0825C,0,0,0
Y0828C,0,0,0
Y0833C,Siniperca knerii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0834C,Siniperca knerii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0835C,Siniperca knerii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0836C,Siniperca knerii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0837C,Siniperca knerii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0838C,Sinogastromyzon szechuanensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0839C,Sinogastromyzon szechuanensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0845C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0846C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0847C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0848C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0849C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0850C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0851C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0852C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0853C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0854C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0855C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0856C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0857C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0858C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0860C,Leptobotia elongata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0861C,Leptobotia elongata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0862C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0863C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0864C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0865C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0866C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0867C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0868C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0869C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0870C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0871C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0872C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0873C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0874C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0875C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0876C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0879C,Percocypris pingi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0880C,Percocypris pingi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0881C,Percocypris pingi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0889C,Hemiculterella sauvagei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0890C,Hemiculterella sauvagei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0891C,Hemiculterella sauvagei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0892C,Hemiculterella sauvagei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0894C,Rhinogobius similis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/435/GCA_019453435.1_ASM1945343v1/GCA_019453435.1_ASM1945343v1_genomic.fna.gz,Rhinogobius_similis
Y0895C,Rhinogobius similis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/435/GCA_019453435.1_ASM1945343v1/GCA_019453435.1_ASM1945343v1_genomic.fna.gz,Rhinogobius_similis
Y0896C,Discogobio yunnanensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/405/GCA_027422405.1_SKLP_Pkaz_1.1/GCA_027422405.1_SKLP_Pkaz_1.1_genomic.fna.gz,Ptychobarbus_kaznakovi
Y0899C,Pseudogyrinocheilus prochilus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/405/GCA_027422405.1_SKLP_Pkaz_1.1/GCA_027422405.1_SKLP_Pkaz_1.1_genomic.fna.gz,Ptychobarbus_kaznakovi
Y0900C,Pseudogyrinocheilus prochilus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/405/GCA_027422405.1_SKLP_Pkaz_1.1/GCA_027422405.1_SKLP_Pkaz_1.1_genomic.fna.gz,Ptychobarbus_kaznakovi
Y0906C,Sinocyclocheilus guilinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/148/995/GCA_018148995.1_ASM1814899v1/GCA_018148995.1_ASM1814899v1_genomic.fna.gz,Sinocyclocheilus_maitianheensis
Y0907C,Sinocyclocheilus guilinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/148/995/GCA_018148995.1_ASM1814899v1/GCA_018148995.1_ASM1814899v1_genomic.fna.gz,Sinocyclocheilus_maitianheensis
Y0909C,Sinocyclocheilus guilinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/148/995/GCA_018148995.1_ASM1814899v1/GCA_018148995.1_ASM1814899v1_genomic.fna.gz,Sinocyclocheilus_maitianheensis
Y0910C,Misgurnus anguillicaudatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0911C,Misgurnus anguillicaudatus,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0912C,Sinocyclocheilus guilinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/148/995/GCA_018148995.1_ASM1814899v1/GCA_018148995.1_ASM1814899v1_genomic.fna.gz,Sinocyclocheilus_maitianheensis
Y0913C,Sinocyclocheilus guilinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/148/995/GCA_018148995.1_ASM1814899v1/GCA_018148995.1_ASM1814899v1_genomic.fna.gz,Sinocyclocheilus_maitianheensis
Y0914C,Sinocyclocheilus guilinensis,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/148/995/GCA_018148995.1_ASM1814899v1/GCA_018148995.1_ASM1814899v1_genomic.fna.gz,Sinocyclocheilus_maitianheensis
Y0916C,Leptobotia elongata,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0918C,Gymnocypris potanini,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0921C,Gymnocypris potanini,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0922C,Gymnocypris potanini,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0923C,Gymnocypris potanini,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0924C,Gymnocypris potanini,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris_eckloni
Y0930C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0931C,Procypris rabaudi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0932C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0933C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
Y0934C,Onychostoma simum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/432/095/GCF_012432095.1_ASM1243209v1/GCF_012432095.1_ASM1243209v1_genomic.fna.gz,Onychostoma_macrolepis
